"INCIDENT INFO","DESCRIPTION","START_DT","MODIFIED_DT","QUADRANT","Longitude","Latitude","Count","id","Point"
"14 Street at 17 Avenue SW","Traffic signals are flashing red. Crews have been dispatched.","2018/06/20 05:19:00 AM","2018/06/20 05:20:00 AM","SW","-114.09471","51.03782418","1","2018062005191251.0378241762423-114.094709998213","POINT (-114.09471 51.03782418)"
"Mcknight Boulevard and Stoney Trail NE","Two vehicle incident.","2018/06/19 10:56:00 PM","2018/06/19 10:57:00 PM","NE","-113.9264907","51.09637407","1","2018061922562351.0963740671834-113.926490694095","POINT (-113.9264907 51.09637407)"
"Eastbound 96 Avenue at Stoney Trail NE","Single vehicle incident.","2018/06/19 08:46:00 PM","2018/06/19 09:34:00 PM","NE","-113.9217928","51.13654574","1","2018061920463151.1365457383305-113.921792750628","POINT (-113.9217928 51.13654574)"
"36 Street and 16 Avenue SE","Two vehicle incident.","2018/06/19 08:42:00 PM","2018/06/19 08:55:00 PM","SE","-113.981651","51.03939539","1","2018061920423851.0393953900949-113.981650963132","POINT (-113.981651 51.03939539)"
"Canyon Meadows Drive and Bow Bottom Trail SE","Multi-vehicle incident.","2018/06/19 05:36:00 PM","2018/06/19 06:02:00 PM","SE","-114.0329967","50.93111476","1","2018061917364150.9311147601468-114.032996730858","POINT (-114.0329967 50.93111476)"
"Westbound Stoney Trail and 52 Street SE","Two vehicle incident.  SB Stoney closed at 114  Avenue WB 22X closed at Stoney Trail","2018/06/19 05:25:00 PM","2018/06/19 09:15:00 PM","SE","-113.9380229","50.90672094","1","2018061917255750.9067209401546-113.938022900181","POINT (-113.9380229 50.90672094)"
"Eastbound Stoney Trail exit ramp onto 52 Street SE","Two vehicle incident.","2018/06/19 05:19:00 PM","2018/06/19 05:39:00 PM","SE","-113.9509311","50.90376768","1","2018061917194650.9037676769776-113.950931070499","POINT (-113.9509311 50.90376768)"
"Southbound 14 Street between Southland Drive and Anderson Road SW","Multi-vehicle incident. Blocking the left lane","2018/06/19 05:12:00 PM","2018/06/19 05:39:00 PM","SW","-114.0949705","50.95659807","1","2018061917121150.9565980727942-114.094970522519","POINT (-114.0949705 50.95659807)"
"Elbow Drive and 47 Avenue SW","Two vehicle incident.","2018/06/19 05:08:00 PM","2018/06/19 05:54:00 PM","SW","-114.0812709","51.01139395","1","2018061917083451.0113939538696-114.081270895853","POINT (-114.0812709 51.01139395)"
"Westbound Glenmore Trail approaching Sarcee Trail SW","Multi-vehicle incident.","2018/06/19 03:28:00 PM","2018/06/19 04:29:00 PM","SW","-114.1637921","51.00940374","1","2018061915282951.0094037411857-114.163792129551","POINT (-114.1637921 51.00940374)"
"8 Avenue and 10 Street SW","Two vehicle incident.","2018/06/19 03:25:00 PM","2018/06/19 03:30:00 PM","SW","-114.0861618","51.04618783","1","2018061915252251.0461878322821-114.086161849413","POINT (-114.0861618 51.04618783)"
"Northbound Metis Trail and 88 Avenue NE","Two vehicle incident.","2018/06/19 02:29:00 PM","2018/06/19 02:50:00 PM","NW","-113.9702676","51.13260001","1","2018061914294251.1326000093859-113.970267637393","POINT (-113.9702676 51.13260001)"
"Northbound Deerfoot Trail and Southland Drive SE","Two vehicle incident.  Moved to right hand shoulder","2018/06/19 02:02:00 PM","2018/06/19 02:30:00 PM","SE","-114.0344425","50.96710992","1","2018061914025050.9671099174685-114.034442493036","POINT (-114.0344425 50.96710992)"
"Northbound Deerfoot Trail and Southland Drive SE","Two vehicle incident. Blocking the left lane","2018/06/19 02:02:00 PM","2018/06/19 02:06:00 PM","SE","-114.036222","50.97058953","1","2018061914025050.9705895302783-114.036221957794","POINT (-114.036222 50.97058953)"
"52 Street and Memorial Drive SE","Two vehicle incident.","2018/06/19 01:07:00 PM","2018/06/19 01:11:00 PM","SE","-113.9564397","51.05328495","1","2018061913071951.0532849492493-113.956439737746","POINT (-113.9564397 51.05328495)"
"Spruce Meadows Trail and 6 Street SW","Single vehicle incident.","2018/06/19 09:58:00 AM","2018/06/19 10:00:00 AM","NW","-114.0744128","50.89269653","1","2018061909583950.8926965327126-114.074412783263","POINT (-114.0744128 50.89269653)"
"Northbound Macleod Trail north of Heritage Drive SE","Two vehicle incident.","2018/06/19 09:45:00 AM","2018/06/19 10:00:00 AM","NW","-114.0716855","50.97951517","1","2018061909450050.9795151667904-114.071685536699","POINT (-114.0716855 50.97951517)"
"Northbound Deerfoot Trail approaching 17 Avenue SE","Multi-vehicle incident.   blocking the right lane","2018/06/19 08:58:00 AM","2018/06/19 09:49:00 AM","SE","-114.008612","51.03703509","1","2018061908581751.0370350874538-114.008611991531","POINT (-114.008612 51.03703509)"
"Southbound 36 Street and 16 Avenue NE","Two vehicle incident. blocking the right lane.","2018/06/19 08:49:00 AM","2018/06/19 09:17:00 AM","NW","-113.9892191","51.06708566","1","2018061908495451.0670856594428-113.989219053116","POINT (-113.9892191 51.06708566)"
"Chaparral Boulevard and Stoney Trail SE","Two vehicle incident.","2018/06/19 08:29:00 AM","2018/06/19 09:17:00 AM","NW","-114.0256515","50.88894245","1","2018061908292650.8889424507033-114.025651493291","POINT (-114.0256515 50.88894245)"
"Westbound Glenmore Trail and 14 Street SW","Stalled vehicle. blocking the right lane.","2018/06/19 08:25:00 AM","2018/06/19 09:33:00 AM","NW","-114.1015958","50.99638927","1","2018061908255550.9963892678367-114.101595818037","POINT (-114.1015958 50.99638927)"
"Northbound Shaganappi Trail and Crowchild Trail NW","Two vehicle incident.","2018/06/19 07:39:00 AM","2018/06/19 07:46:00 AM","NW","-114.1527345","51.10019444","1","2018061907395351.1001944351718-114.152734549261","POINT (-114.1527345 51.10019444)"
"Northbound Shaganappi Trail and Varsity Drive NW","Two vehicle incident.","2018/06/19 07:39:00 AM","2018/06/19 07:41:00 AM","NW","-114.1549455","51.0933886","1","2018061907395351.0933886014318-114.15494554609","POINT (-114.1549455 51.0933886)"
"Northbound Metis Trail at Country Hills Boulevard NE","Multi-vehicle incident.","2018/06/18 09:41:00 PM","2018/06/18 09:42:00 PM","NE","-113.9714616","51.154218","1","2018061821411851.1542180010021-113.971461619051","POINT (-113.9714616 51.154218)"
"Westbound Southland Drive at Deerfoot Trail SE","Two vehicle incident.","2018/06/18 06:25:00 PM","2018/06/18 06:44:00 PM","SE","-114.036222","50.97058953","1","2018061818255150.9705895302783-114.036221957794","POINT (-114.036222 50.97058953)"
"Shaganappi Trail and 40 Avenue NW","Two vehicle incident.","2018/06/18 05:18:00 PM","2018/06/18 05:55:00 PM","NW","-114.1536268","51.08824187","1","2018061817184551.0882418684608-114.153626844637","POINT (-114.1536268 51.08824187)"
"Northbound Center Street north of Beddington Boulevard NW","Single vehicle incident.","2018/06/18 05:09:00 PM","2018/06/18 05:19:00 PM","NW","-114.0715249","51.12486569","1","2018061817095051.1248656911306-114.071524865089","POINT (-114.0715249 51.12486569)"
"Southbound Deerfoot Trail approaching Glenmore Trail SE","Two vehicle incident. Blocking the right lane","2018/06/18 05:08:00 PM","2018/06/18 06:27:00 PM","SE","-114.0315895","51.00117731","1","2018061817083851.0011773139361-114.031589476479","POINT (-114.0315895 51.00117731)"
"Eastbound Memorial Drive approaching Deerfoot Trail NE","Multi-vehicle incident.  Blocking the middle lane","2018/06/18 03:13:00 PM","2018/06/18 03:30:00 PM","NE","-114.0191331","51.05356272","1","2018061815132451.0535627199567-114.019133128011","POINT (-114.0191331 51.05356272)"
"Eastbound Memorial Drive approaching Deerfoot Trail NE","Two vehicle incident. Blocking the middle lane","2018/06/18 03:13:00 PM","2018/06/18 03:15:00 PM","NE","-114.0215792","51.04759851","1","2018061815132451.0475985109746-114.021579228934","POINT (-114.0215792 51.04759851)"
"Northbound Crowchild Trail approaching Stoney Trail NW","Two vehicle incident. Blocking the right lane","2018/06/18 02:04:00 PM","2018/06/18 03:20:00 PM","NW","-114.2024515","51.12006488","1","2018061814041251.1200648760671-114.202451477612","POINT (-114.2024515 51.12006488)"
"Shaganappi Trail at Varsity Drive NW","Traffic signals are flashing red. Crews have been dispatched.","2018/06/18 11:32:00 AM","2018/06/18 11:40:00 AM","NW","-114.1549455","51.0933886","1","2018061811323951.0933886014318-114.15494554609","POINT (-114.1549455 51.0933886)"
"4 Street and Mcknight Boulevard NE","Two vehicle incident.","2018/06/18 10:03:00 AM","2018/06/18 10:37:00 AM","NE","-114.0544366","51.09612039","1","2018061810030551.0961203863363-114.054436592709","POINT (-114.0544366 51.09612039)"
"Northbound 52 Street at 76 Avenue SE","Two vehicle incident.","2018/06/18 08:18:00 AM","2018/06/18 08:29:00 AM","SE","-113.9583647","50.98496409","1","2018061808180050.9849640940213-113.958364749648","POINT (-113.9583647 50.98496409)"
"Eastbound Glenmore Trail approaching 14 Street SW","Multi-vehicle incident. Blocking the middle lanes.","2018/06/18 08:09:00 AM","2018/06/18 08:11:00 AM","NW","-114.1039774","50.99714133","1","2018061808091950.9971413278291-114.10397740363","POINT (-114.1039774 50.99714133)"
"Shaganappi Trail at Edgemont Boulevard NW","Single vehicle incident.","2018/06/18 07:13:00 AM","2018/06/18 08:20:00 AM","NW","-114.1330617","51.12668647","1","2018061807132051.1266864706733-114.133061706288","POINT (-114.1330617 51.12668647)"
"Prestwick Gate and 52 Street SE","Single vehicle incident.","2018/06/17 11:33:00 PM","2018/06/17 11:34:00 PM","SE","-113.9587168","50.92552004","1","2018061723330550.9255200388639-113.958716823315","POINT (-113.9587168 50.92552004)"
"Eastbound Country Hills Boulevard and Stoney Trail NW","Two vehicle incident.","2018/06/17 08:36:00 PM","2018/06/17 08:37:00 PM","NW","-114.2095352","51.14702095","1","2018061720363551.1470209540732-114.209535231494","POINT (-114.2095352 51.14702095)"
"Westbound 16 Avenue and 68 Street NE","Two vehicle incident. blocking the left lane.","2018/06/17 07:10:00 PM","2018/06/17 07:12:00 PM","NE","-113.9377204","51.0670933","1","2018061719100451.0670932992165-113.937720376229","POINT (-113.9377204 51.0670933)"
"4 Avenue and 5 Street SW","Single vehicle incident.","2018/06/17 05:21:00 PM","2018/06/17 05:22:00 PM","SW","-114.0735751","51.04963438","1","2018061717211251.0496343755805-114.07357506393","POINT (-114.0735751 51.04963438)"
"Westbound Airport Trail east of Deerfoot Trail NE","Two vehicle incident.","2018/06/17 03:41:00 PM","2018/06/17 05:22:00 PM","NW","-114.0399424","51.13686199","1","2018061715413151.1368619913211-114.039942439233","POINT (-114.0399424 51.13686199)"
"36 Street and 39 Avenue NE","the road is closed between 39 Avenue and 32 Avenue NE. Due to a police incident.","2018/06/17 03:17:00 PM","2018/06/17 06:01:00 PM","NW","-113.9822691","51.08839261","1","2018061715171151.088392605844-113.982269061963","POINT (-113.9822691 51.08839261)"
"Northbound Deerfoot Trail and Anderson Road SE","Single vehicle incident.","2018/06/17 02:45:00 PM","2018/06/17 02:55:00 PM","NW","-114.0339123","50.94834193","1","2018061714453750.9483419251775-114.033912316884","POINT (-114.0339123 50.94834193)"
"8 Street and 5 Avenue SW","Two vehicle incident.","2018/06/17 02:36:00 PM","2018/06/17 03:46:00 PM","NW","-114.0810501","51.04890162","1","2018061714363651.0489016228225-114.081050138785","POINT (-114.0810501 51.04890162)"
"Northbound Ogden Road and Blackfoot Trail SE","Two vehicle incident.","2018/06/17 01:51:00 PM","2018/06/17 02:17:00 PM","NW","-114.0331066","51.02932983","1","2018061713514851.0293298250795-114.033106619304","POINT (-114.0331066 51.02932983)"
"Southbound 14 Street and 90 Avenue SW","Two vehicle incident. blocking the right lane","2018/06/17 01:48:00 PM","2018/06/17 01:52:00 PM","NW","-114.0963074","50.9723019","1","2018061713483650.9723019037843-114.096307356316","POINT (-114.0963074 50.9723019)"
"John Laurie Boulevard and 53 Street NW","Two vehicle incident.","2018/06/17 01:48:00 PM","2018/06/17 01:52:00 PM","NW","-114.1550556","51.114727","1","2018061713482451.1147270037248-114.155055603589","POINT (-114.1550556 51.114727)"
"7 Street and 6 Avenue SW","Two vehicle incident.","2018/06/17 11:45:00 AM","2018/06/17 11:47:00 AM","SW","-114.0786648","51.04789227","1","2018061711454251.0478922675854-114.078664836008","POINT (-114.0786648 51.04789227)"
"16 Avenue and Deerfoot Trail NE","Two vehicle incident.","2018/06/17 05:57:00 AM","2018/06/17 06:06:00 AM","NE","-114.0280678","51.06739877","1","2018061705573551.0673987749048-114.028067775489","POINT (-114.0280678 51.06739877)"
"John Laurie Boulevard at Edgemont Drive NW","The traffic signals are blank. Crews have been dispatched.","2018/06/17 05:19:00 AM","2018/06/17 06:00:00 AM","NW","-114.1487539","51.1127261","1","2018061705193551.1127260965197-114.148753883815","POINT (-114.1487539 51.1127261)"
"Westbound 11 Avenue at Macleod Trail SE","Two vehicle incident.","2018/06/17 04:21:00 AM","2018/06/17 04:48:00 AM","SE","-114.0583375","51.04223337","1","2018061704214851.042233367055-114.058337515879","POINT (-114.0583375 51.04223337)"
"16 Avenue between 4 Street and 8 Street NW","Traffic signals are flashing red.  Crews have been dispatched","2018/06/17 03:57:00 AM","2018/06/17 05:20:00 AM","NW","-114.0715081","51.06696108","1","2018061703573851.0669610838072-114.071508066358","POINT (-114.0715081 51.06696108)"
"16 Avenue at 4 Street NW","Traffic signals are flashing red. Crews have been dispatched.","2018/06/17 03:57:00 AM","2018/06/17 04:24:00 AM","NW","-114.0715976","51.06683751","1","2018061703573851.0668375105123-114.071597618032","POINT (-114.0715976 51.06683751)"
"Scenic Cove Co and Scenic Cove Pl NW","Single vehicle incident.","2018/06/17 02:34:00 AM","2018/06/17 02:51:00 AM","NW","-114.209563","51.11985628","1","2018061702345451.1198562848511-114.209563022234","POINT (-114.209563 51.11985628)"
"Aero Drive approaching Aero Gate NE","Single vehicle incident. The road is closed btw Aero Gate and 19 St","2018/06/16 09:08:00 PM","2018/06/17 02:35:00 AM","NW","-114.036583","51.12142596","1","2018061621084351.1214259644204-114.036583046653","POINT (-114.036583 51.12142596)"
"Eastbound 64 Avenue and 4 Street NW","Two vehicle incident.","2018/06/16 07:29:00 PM","2018/06/16 07:32:00 PM","NW","-114.0715556","51.1103317","1","2018061619290551.1103317012502-114.071555553265","POINT (-114.0715556 51.1103317)"
"Southbound Shaganappi Trail and Stoney Trail NE","Single vehicle incident.","2018/06/16 07:15:00 PM","2018/06/16 07:32:00 PM","NE","-114.1479334","51.15273645","1","2018061619154251.1527364456253-114.147933369876","POINT (-114.1479334 51.15273645)"
"Old Banff Coach Road and 101 Street SW","Two vehicle incident.","2018/06/16 04:43:00 PM","2018/06/16 04:44:00 PM","NW","-114.2341973","51.06698542","1","2018061616435751.066985415631-114.234197271274","POINT (-114.2341973 51.06698542)"
"Southbound Deerfoot Trail on the Calf Robe Bridge SE","Two vehicle incident.","2018/06/16 04:02:00 PM","2018/06/16 04:44:00 PM","SE","-114.0162917","51.0094881","1","2018061616020651.0094880969385-114.016291672965","POINT (-114.0162917 51.0094881)"
"Nose Hill Drive and Crowfoot Wy NW","Two vehicle incident.","2018/06/16 03:09:00 PM","2018/06/16 03:36:00 PM","NW","-114.1985463","51.12407124","1","2018061615090451.1240712351831-114.198546312192","POINT (-114.1985463 51.12407124)"
"Northbound Deerfoot Trail and 32 Avenue NE","Two vehicle incident. blocking the left lane","2018/06/16 03:07:00 PM","2018/06/16 04:03:00 PM","NE","-114.0380323","51.08663649","1","2018061615073051.0866364874556-114.038032334448","POINT (-114.0380323 51.08663649)"
"Northbound Macleod Trail and Lake Fraser Drive SE","Multi-vehicle incident. blocking the right lane","2018/06/16 02:09:00 PM","2018/06/16 03:09:00 PM","SE","-114.070362","50.94787337","1","2018061614090150.9478733729087-114.070362048307","POINT (-114.070362 50.94787337)"
"Southbound Deerfoot Trail and Glenmore Trail SE","Two vehicle incident.","2018/06/16 01:26:00 PM","2018/06/16 01:27:00 PM","SE","-114.0391731","50.99415668","1","2018061613260750.9941566757218-114.039173086226","POINT (-114.0391731 50.99415668)"
"Southbound Deerfoot Trail and 46 Avenue SE","Two vehicle incident.","2018/06/16 01:03:00 PM","2018/06/16 01:05:00 PM","SE","-114.0280502","51.00616962","1","2018061613031651.0061696220949-114.028050187832","POINT (-114.0280502 51.00616962)"
"44 Street and 19 Avenue SE","Two vehicle incident.","2018/06/16 01:01:00 PM","2018/06/16 01:05:00 PM","SE","-113.9700142","51.03629125","1","2018061613012451.0362912524799-113.970014209709","POINT (-113.9700142 51.03629125)"
"Northbound Barlow Trail and 23 Avenue NE","Two vehicle incident.","2018/06/16 12:52:00 PM","2018/06/16 01:05:00 PM","NE","-114.0021985","51.07346549","1","2018061612523251.0734654921261-114.002198495116","POINT (-114.0021985 51.07346549)"
"Northbound Deerfoot Trail  and 16 Avenue NE","Two vehicle incident.","2018/06/16 11:44:00 AM","2018/06/16 11:48:00 AM","NE","-114.0285513","51.06737987","1","2018061611445351.0673798693422-114.028551292521","POINT (-114.0285513 51.06737987)"
"5 Street and 11 Avenue SW","Two vehicle incident.","2018/06/16 10:13:00 AM","2018/06/16 10:15:00 AM","SW","-114.074079","51.04269731","1","2018061610130851.0426973100721-114.074079004088","POINT (-114.074079 51.04269731)"
"4 Avenue and Centre Street SE","Two vehicle incident.","2018/06/16 02:28:00 AM","2018/06/16 02:50:00 AM","SE","-114.0627326","51.04932875","1","2018061602285551.0493287542224-114.062732576575","POINT (-114.0627326 51.04932875)"
"Millrise Lane and Millbank Drive SW","Two vehicle incident.","2018/06/16 02:26:00 AM","2018/06/16 02:30:00 AM","SW","-114.0855633","50.91753748","1","2018061602265850.9175374776426-114.08556325344","POINT (-114.0855633 50.91753748)"
"Shawville Boulevard at Shawville Link SW","Two vehicle incident.","2018/06/15 10:48:00 PM","2018/06/15 10:49:00 PM","SW","-114.0643286","50.90122402","1","2018061522483750.9012240206526-114.064328644919","POINT (-114.0643286 50.90122402)"
"Bowness Road and Home Road NW","Traffic signals are flashing red. Crews have been dispatched.","2018/06/15 06:57:00 PM","2018/06/15 06:58:00 PM","NW","-114.1643994","51.07527542","1","2018061518572551.0752754205902-114.164399442631","POINT (-114.1643994 51.07527542)"
"Northbound Deerfoot Trail at 17 Avenue SE","Two vehicle incident. Blocking the left lane.","2018/06/15 05:08:00 PM","2018/06/15 05:43:00 PM","SE","-113.9996762","51.03456826","1","2018061517084651.0345682581741-113.999676212014","POINT (-113.9996762 51.03456826)"
"Northbound Deerfoot Trail at 16 Avenue NE","Two vehicle incident. Blocking the right exit lane.","2018/06/15 04:03:00 PM","2018/06/15 04:32:00 PM","NE","-114.026159","51.06323069","1","2018061516032951.0632306930836-114.026158990642","POINT (-114.026159 51.06323069)"
"Northbound Macleod Trail at Lake Fraser Gate SE","Multi-vehicle incident. Blocking the right lane.","2018/06/15 04:00:00 PM","2018/06/15 05:11:00 PM","SE","-114.0694978","50.93945486","1","2018061516001850.9394548576621-114.069497772377","POINT (-114.0694978 50.93945486)"
"Elbow Drive and 96 Avenue SW","Two vehicle incident.","2018/06/15 03:38:00 PM","2018/06/15 04:13:00 PM","SW","-114.0847609","50.96873091","1","2018061515384850.9687309144954-114.08476088727","POINT (-114.0847609 50.96873091)"
"90 Avenue at 16 Street SW","Two vehicle incident.","2018/06/15 03:37:00 PM","2018/06/15 04:13:00 PM","SW","-114.1005048","50.97229792","1","2018061515373850.9722979183002-114.100504839473","POINT (-114.1005048 50.97229792)"
"7 Street and 46 Avenue SE","Two vehicle incident.","2018/06/15 03:28:00 PM","2018/06/15 04:05:00 PM","SE","-114.0461958","51.01133775","1","2018061515285051.0113377504954-114.046195754155","POINT (-114.0461958 51.01133775)"
"Centre Street and 31 Avenue NW","Two vehicle incident.","2018/06/15 03:23:00 PM","2018/06/15 04:05:00 PM","NW","-114.062536","51.08052322","1","2018061515234051.0805232186256-114.062535989356","POINT (-114.062536 51.08052322)"
"Shaganappi Trail and 32 Avenue NW","Two vehicle incident.","2018/06/15 03:10:00 PM","2018/06/15 03:39:00 PM","NW","-114.1526799","51.08152827","1","2018061515102551.0815282691386-114.152679928868","POINT (-114.1526799 51.08152827)"
"32 Avenue and Montana Cr NW","Two vehicle incident.","2018/06/15 12:54:00 PM","2018/06/15 12:54:00 PM","NW","-114.1580291","51.08142803","1","2018061512540151.0814280278836-114.158029141397","POINT (-114.1580291 51.08142803)"
"Southbound Southland Drive and Macleod Trail S","Two vehicle incident.  blocking the two centre lanes","2018/06/15 11:59:00 AM","2018/06/15 12:03:00 PM","SW","-114.0717417","50.96436625","1","2018061511594550.9643662510561-114.071741657483","POINT (-114.0717417 50.96436625)"
"Northbound 52 Street and 32 Avenue NE","Two vehicle incident. blocking the middle lane","2018/06/15 11:46:00 AM","2018/06/15 12:03:00 PM","NE","-113.9589297","51.08157589","1","2018061511463151.0815758922191-113.958929748477","POINT (-113.9589297 51.08157589)"
"Centre Street and 78 Avenue NW","Two vehicle incident.","2018/06/15 11:41:00 AM","2018/06/15 11:41:00 AM","NW","-114.0715289","51.12258538","1","2018061511411451.1225853835809-114.071528914521","POINT (-114.0715289 51.12258538)"
"34 Street and 32 Avenue NE","Two vehicle incident.","2018/06/15 10:46:00 AM","2018/06/15 10:47:00 AM","NE","-113.9855097","51.08143154","1","2018061510464251.0814315410939-113.985509733171","POINT (-113.9855097 51.08143154)"
"12 Avenue and 15 Street SW","Two vehicle incident.","2018/06/14 05:41:00 PM","2018/06/14 05:42:00 PM","NW","-114.0968483","51.04237114","1","2018061417413051.042371143899-114.096848272917","POINT (-114.0968483 51.04237114)"
"Eastbound 16 Avenue at Centre Street N","Stalled vehicle. Blocking the right lane.","2018/06/14 05:27:00 PM","2018/06/14 05:28:00 PM","NW","-114.0631372","51.06684886","1","2018061417271551.0668488587352-114.063137195918","POINT (-114.0631372 51.06684886)"
"Southbound 1 Street at 11 Avenue SE","Two vehicle incident. Blocking the left lane.","2018/06/14 04:52:00 PM","2018/06/14 06:21:00 PM","SE","-114.0607967","51.04230277","1","2018061416520751.042302773046-114.060796719801","POINT (-114.0607967 51.04230277)"
"58 Avenue and Centre Street S","Two vehicle incident.","2018/06/14 03:47:00 PM","2018/06/14 03:48:00 PM","SW","-114.0638068","51.00137983","1","2018061415474251.001379827114-114.063806825074","POINT (-114.0638068 51.00137983)"
"Southbound 24 Street at Glenmore Trail SE","Two vehicle incident.","2018/06/14 03:12:00 PM","2018/06/14 03:14:00 PM","SE","-113.9990751","50.97791242","1","2018061415124450.9779124244855-113.999075102242","POINT (-113.9990751 50.97791242)"
"Northbound Blackfoot Trail at Glenmore Trail SE","Two vehicle incident. Blocking the right lane.","2018/06/14 02:57:00 PM","2018/06/14 04:53:00 PM","SE","-114.0535634","50.99130785","1","2018061414575950.991307845968-114.053563363039","POINT (-114.0535634 50.99130785)"
"Southbound Deerfoot Trail approaching Airport Trail NE","Single vehicle incident.","2018/06/14 02:19:00 PM","2018/06/14 02:20:00 PM","NE","-114.0298244","51.14623881","1","2018061414192551.1462388073731-114.029824446002","POINT (-114.0298244 51.14623881)"
"68 Street and 32 Avenue NE","Two vehicle incident.","2018/06/14 11:51:00 AM","2018/06/14 11:54:00 AM","NE","-113.9350976","51.08116955","1","2018061411512951.0811695453008-113.935097583824","POINT (-113.9350976 51.08116955)"
"Northbound 14 Street approaching 75 Avenue SW","Stalled vehicle.","2018/06/14 08:41:00 AM","2018/06/14 08:45:00 AM","SW","-114.0962515","50.98813665","1","2018061408413950.988136646003-114.096251526404","POINT (-114.0962515 50.98813665)"
"45 Street and Bowness Road NW","Two vehicle incident.","2018/06/14 08:33:00 AM","2018/06/14 08:45:00 AM","NW","-114.1589313","51.07143665","1","2018061408335751.0714366509711-114.15893129069","POINT (-114.1589313 51.07143665)"
"Sarcee Trail and 16 Avenue NW","Two vehicle incident.","2018/06/14 08:24:00 AM","2018/06/14 09:17:00 AM","NW","-114.1891715","51.08150342","1","2018061408244551.0815034155091-114.189171490387","POINT (-114.1891715 51.08150342)"
"94 Avenue and 5 Street SE","There is an incident involving a pedestrian.","2018/06/14 08:01:00 AM","2018/06/14 08:25:00 AM","SE","-114.0528035","50.96852319","1","2018061408011050.9685231876031-114.052803507457","POINT (-114.0528035 50.96852319)"
"Bowness Road at Home Road NW","Traffic signals are flashing red. Crews have been dispatched.","2018/06/13 10:59:00 PM","2018/06/13 11:10:00 PM","NW","-114.1643994","51.07527542","1","2018061322592151.0752754205902-114.164399442631","POINT (-114.1643994 51.07527542)"
"Taradale Drive and Falconridge Boulevard NE","Single vehicle incident.","2018/06/13 10:26:00 PM","2018/06/13 11:01:00 PM","NE","-113.9468506","51.11419204","1","2018061322263851.1141920435554-113.946850550569","POINT (-113.9468506 51.11419204)"
"Southbound 24 Street at Anderson Road SW","Two vehicle incident.","2018/06/13 05:04:00 PM","2018/06/13 05:09:00 PM","SW","-114.1210102","50.95059573","1","2018061317045750.9505957284917-114.121010181952","POINT (-114.1210102 50.95059573)"
"Westbound Stoney Trail onto Shaganappi Trail NW","Single vehicle incident.","2018/06/13 03:57:00 PM","2018/06/13 04:05:00 PM","NW","-114.1408848","51.15419499","1","2018061315572451.1541949852277-114.140884771995","POINT (-114.1408848 51.15419499)"
"17 Avenue and 16 Street SW","Multi-vehicle incident.","2018/06/13 03:31:00 PM","2018/06/13 04:05:00 PM","SW","-114.0988353","51.03783029","1","2018061315312351.0378302895751-114.098835283482","POINT (-114.0988353 51.03783029)"
"16 Avenue at Sarcee Trail NW","Single vehicle incident.","2018/06/13 01:51:00 PM","2018/06/13 02:03:00 PM","NW","-114.1891715","51.08150342","1","2018061313514851.0815034155091-114.189171490387","POINT (-114.1891715 51.08150342)"
"Eastbound 32 Avenue at Deerfoot Trail NE","Stalled vehicle.  Blocking the right lane","2018/06/13 01:16:00 PM","2018/06/13 01:20:00 PM","NE","-114.0336697","51.0813981","1","2018061313165151.0813981046306-114.033669687369","POINT (-114.0336697 51.0813981)"
"Northbound Elbow Drive and 70 Avenue SW","Two vehicle incident.","2018/06/13 12:56:00 PM","2018/06/13 01:52:00 PM","SW","-114.0831421","50.99052353","1","2018061312560050.9905235295634-114.083142143251","POINT (-114.0831421 50.99052353)"
"Westbound 64 Avenue just after Deerfoot Trail NE","Two vehicle incident. on the right hand shoulder","2018/06/13 11:48:00 AM","2018/06/13 11:52:00 AM","NE","-114.0491526","51.11068532","1","2018061311483151.1106853193788-114.049152625692","POINT (-114.0491526 51.11068532)"
"On the ramp from Eastbound Peigan onto Southbound Stoney Trail SE","Two vehicle incident.","2018/06/13 10:43:00 AM","2018/06/13 10:44:00 AM","SE","-113.9229074","51.01384273","1","2018061310432251.0138427257784-113.92290739535","POINT (-113.9229074 51.01384273)"
"Centre Street and 17 Avenue NE","Two vehicle incident.","2018/06/13 10:03:00 AM","2018/06/13 10:04:00 AM","NE","-114.0625105","51.06788966","1","2018061310033751.0678896632893-114.062510545833","POINT (-114.0625105 51.06788966)"
"Eastbound 17 Avenue and Centre Street NE","Two vehicle incident.","2018/06/13 10:03:00 AM","2018/06/13 10:13:00 AM","NE","-114.0622753","51.06788997","1","2018061310033751.0678899686564-114.062275271153","POINT (-114.0622753 51.06788997)"
"Southbound Deerfoot Trail and Calfrobe Bridge SE","Two vehicle incident.","2018/06/13 09:11:00 AM","2018/06/13 09:28:00 AM","SE","-114.0186794","51.00853626","1","2018061309110951.0085362604238-114.018679417452","POINT (-114.0186794 51.00853626)"
"Promenade Way and Inverness Gate SE","Two vehicle incident.","2018/06/13 08:48:00 AM","2018/06/13 09:20:00 AM","SE","-113.9653508","50.91361513","1","2018061308481850.9136151272263-113.965350848237","POINT (-113.9653508 50.91361513)"
"Southbound Deerfoot Trail and Glenmore Trail SE","Two vehicle incident.","2018/06/13 07:52:00 AM","2018/06/13 08:49:00 AM","SE","-114.0333308","50.99864377","1","2018061307525350.9986437734586-114.033330814871","POINT (-114.0333308 50.99864377)"
